subid,subage,condition,trial,agent,novel,familiar,pick,position_novel,pick_src,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age
190308_2_me,2,basic_me,4,Frog,t02,apple,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,12313,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,5,Elephant,t16,bread,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,12344,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,6,Beaver,t07,carrot,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,10523,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,7,Mouse,t11,kite,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,13669,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,8,Pig,t15,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,12291,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,9,Monkey,t19,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,11090,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,10,Sheep,t20,duck,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,10696,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,11,Tiger,t03,papaya,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,13071,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_2_me,2,basic_me,12,Bear,t04,eggplant,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,10421,2019-03-08,MM,keep,M,2016-04-27,2.863013698630137,TRUE
190308_3_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,11066,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,7798,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,1,Tiger,t03,bread,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6974,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,2,Sheep,t01,carrot,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,7902,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,3,Dog,t14,pawn,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,9165,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,4,Monkey,t12,garlic,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,7411,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,5,Pig,t15,horseshoe,horseshoe,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,7655,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,6,Beaver,t04,kite,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,6603,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,7,Cat,t09,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,6072,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,8,Bear,t20,duck,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,8865,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,9,Mouse,t07,apple,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5964,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,10,Elephant,t11,eggplant,eggplant,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/eggplant.png,0,7485,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,11,Bunny,t08,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,5423,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_3_me,3,basic_me,12,Frog,t02,papaya,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5967,2019-03-08,MM,keep,F,2015-10-11,3.408219178082192,TRUE
190308_4_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6512,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5296,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,1,Sheep,t14,carrot,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,6271,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,2,Bunny,t02,apple,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5435,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,3,Cat,t09,papaya,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,5687,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,4,Mouse,t11,plug,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,6286,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,5,Beaver,t12,bread,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5506,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,6,Dog,t08,garlic,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,6123,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,7,Tiger,t04,eggplant,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5637,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,8,Monkey,t16,duck,duck,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/duck.png,0,10085,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,9,Elephant,t15,kite,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,7065,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,10,Frog,t03,horseshoe,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,7822,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,11,Bear,t19,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5070,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_4_me,2,basic_me,12,Pig,t01,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,6295,2019-03-08,MM,keep,M,2016-04-29,2.8575342465753426,TRUE
190308_5_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,5256,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,7203,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,1,Monkey,t09,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,13796,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,2,Elephant,t12,carrot,carrot,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/carrot.png,0,6773,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,3,Cat,t20,garlic,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,15089,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,4,Tiger,t04,plug,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,9785,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,5,Bear,t15,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,10881,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,6,Mouse,t21,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,11304,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,7,Dog,t19,eggplant,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,10620,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,8,Frog,t02,papaya,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,6565,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,9,Pig,t11,bread,bread,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/bread.png,0,7301,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,10,Beaver,t03,kite,kite,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/kite.png,0,7404,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,11,Sheep,t07,duck,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,6802,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_5_me,2,basic_me,12,Bunny,t14,apple,apple,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/apple.png,0,12781,2019-03-08,MM,keep,F,2016-07-26,2.6164383561643834,TRUE
190308_6_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,19590,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,8984,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,1,Beaver,t09,bread,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,15461,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,2,Bear,t16,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,22385,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,3,Monkey,t08,kite,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,13824,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,4,Tiger,t02,garlic,garlic,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,17646,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,5,Mouse,t04,eggplant,eggplant,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/eggplant.png,0,18354,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,6,Cat,t07,pawn,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,11544,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,7,Bunny,t19,duck,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,21058,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,8,Dog,t21,plug,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,12611,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,9,Frog,t17,horseshoe,horseshoe,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,9766,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,10,Elephant,t20,papaya,papaya,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/papaya.png,0,18974,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,11,Sheep,t12,apple,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,10318,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190308_6_me,3,basic_me,12,Pig,t15,carrot,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,11110,2019-03-08,MM,keep,F,2016-02-08,3.0794520547945203,TRUE
190313_1_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,12299,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5097,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,1,Tiger,t03,apple,apple,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/apple.png,0,6363,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,2,Mouse,t19,barrel,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,6684,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,3,Pig,t17,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5577,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,4,Bear,t08,papaya,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,7018,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,5,Frog,t21,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,5480,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,6,Elephant,t02,carrot,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,7528,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,7,Bunny,t11,horseshoe,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,5288,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,8,Sheep,t20,bread,bread,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/bread.png,0,7539,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,9,Monkey,t09,garlic,garlic,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,5179,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,10,Cat,t04,kite,kite,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/kite.png,0,5856,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,11,Beaver,t16,duck,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,5478,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_1_me,2,basic_me,12,Dog,t12,eggplant,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,6758,2019-03-13,MM,keep,F,2016-05-21,2.8109589041095893,TRUE
190313_2_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,10158,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5531,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,1,Mouse,t04,bread,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,11786,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,2,Pig,t16,garlic,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,9236,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,3,Tiger,t14,kite,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,11772,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,4,Sheep,t08,pawn,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,14085,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,5,Elephant,t07,duck,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,7482,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,6,Dog,t19,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,6390,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,7,Bear,t12,carrot,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5538,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,8,Bunny,t21,horseshoe,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,6490,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,9,Beaver,t02,papaya,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5355,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,10,Monkey,t09,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,6232,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,11,Frog,t01,apple,t01,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,8869,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_2_me,3,basic_me,12,Cat,t11,eggplant,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,8312,2019-03-13,MM,keep,F,2015-06-19,3.734246575342466,TRUE
190313_3_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,12528,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,13052,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,1,Bear,t09,apple,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,9073,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,2,Pig,t21,carrot,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,7500,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,3,Beaver,t14,papaya,papaya,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/papaya.png,0,10641,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,4,Tiger,t04,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,7383,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,5,Mouse,t12,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,6289,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,6,Cat,t01,eggplant,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,10315,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,7,Sheep,t17,bread,bread,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/bread.png,0,7964,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,8,Monkey,t11,plug,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,6503,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,9,Elephant,t02,horseshoe,horseshoe,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6680,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,10,Frog,t20,kite,kite,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/kite.png,0,6435,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,11,Dog,t03,garlic,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,7486,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_3_me,2,basic_me,12,Bunny,t07,duck,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,8018,2019-03-13,MM,keep,F,2016-08-10,2.589041095890411,TRUE
190313_4_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,5056,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
190313_4_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5151,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
190313_4_me,4,basic_me,1,Elephant,t03,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,5455,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
